date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value
2013-09-01 17:30:00.915,3279,1640.25,1642.0,1639.0,1640.25,14589,8213,3278,23930577.5
2013-09-01 18:00:00.938,4564,1640.25,1642.0,1640.0,1641.5,5203,2975,1285,8540704.25
2013-09-01 18:31:13.273,5159,1641.5,1641.75,1640.5,1640.75,2305,986,595,3782710.5
2013-09-01 19:00:00.798,5647,1640.75,1641.25,1640.0,1640.25,1390,695,488,2280253.0
2013-09-01 19:30:00.204,7103,1640.25,1642.0,1639.75,1641.75,4318,2352,1456,7086592.0
2013-09-01 20:00:00.482,8692,1641.75,1643.5,1641.5,1642.5,6387,3937,1589,10490253.0
2013-09-01 20:30:02.462,9656,1642.5,1642.75,1641.75,1642.25,3299,1497,964,5417534.75
2013-09-01 21:00:05.231,10353,1642.25,1642.75,1642.0,1642.5,2180,686,697,3580492.0
2013-09-01 21:30:06.351,11020,1642.5,1642.75,1641.5,1641.5,2471,441,667,4056950.0
2013-09-01 22:00:01.920,11709,1641.5,1641.5,1640.25,1640.75,1918,639,689,3147069.0
2013-09-01 22:30:13.380,12138,1640.75,1642.25,1640.75,1642.25,1053,828,429,1728527.75
2013-09-01 23:00:00.587,12825,1642.25,1643.25,1642.25,1642.75,1957,1215,687,3214762.0
2013-09-01 23:30:08.578,13455,1642.75,1644.0,1642.75,1643.0,1728,1069,630,2839550.25
2013-09-02 00:00:47.925,13642,1643.0,1643.0,1642.75,1643.0,410,283,187,673598.25
2013-09-02 00:30:56.815,14213,1643.0,1643.5,1642.25,1643.0,1383,541,571,2271933.25
2013-09-02 01:00:07.216,14922,1643.0,1643.25,1642.0,1642.75,2099,1164,709,3447738.25
2013-09-02 01:30:00.023,16883,1642.75,1644.0,1642.75,1644.0,5373,3884,1961,8830437.0
2013-09-02 02:00:00.029,18045,1644.0,1644.5,1642.25,1642.25,2735,931,1162,4494920.5
2013-09-02 02:30:02.946,23072,1642.25,1645.0,1642.25,1644.0,15067,7900,5027,24770445.25
2013-09-02 03:00:00.142,26855,1644.0,1646.0,1643.75,1644.5,10404,6386,3783,17114908.25
2013-09-02 03:30:03.335,29383,1644.5,1646.0,1644.25,1645.25,6925,3989,2528,11392826.25
2013-09-02 04:00:00.720,32540,1645.25,1647.25,1645.25,1646.75,8923,4939,3157,14693081.0
2013-09-02 04:30:17.663,34571,1646.75,1646.75,1645.25,1645.5,6117,2315,2031,10068308.5
2013-09-02 05:00:10.125,36113,1645.5,1646.25,1645.25,1646.0,4193,2053,1542,6899884.5
2013-09-02 05:30:01.543,37168,1646.0,1647.0,1645.75,1646.75,3693,2101,1055,6079750.25
2013-09-02 06:00:00.042,38555,1646.75,1647.0,1646.0,1646.75,4492,3202,1387,7397102.5
2013-09-02 06:30:04.755,40160,1646.75,1647.5,1646.25,1646.75,6215,3207,1605,10236319.5
2013-09-02 07:00:02.642,43237,1646.75,1648.5,1646.0,1647.25,12492,8315,3077,20580058.5
2013-09-02 07:30:00.769,44493,1647.25,1648.0,1647.25,1647.75,5457,2970,1256,8991328.0
2013-09-02 08:00:01.379,45741,1647.75,1648.25,1646.75,1647.25,6207,3805,1248,10225834.5
2013-09-02 08:30:00.045,47280,1647.25,1647.25,1646.25,1647.0,4665,2467,1539,7682459.5
2013-09-02 09:00:00.029,49475,1647.0,1647.25,1645.25,1646.0,8957,4098,2195,14742667.25
2013-09-02 09:30:00.746,50835,1646.0,1646.75,1645.5,1646.75,4134,2186,1360,6805268.75
2013-09-02 10:00:00.032,53271,1646.75,1648.25,1646.25,1648.0,9207,5646,2436,15167348.0
2013-09-02 17:00:00.026,55800,1648.0,1648.25,1646.5,1647.5,10663,5651,2529,17567830.25
2013-09-02 17:30:00.406,57155,1647.5,1648.5,1646.5,1647.0,4113,1958,1355,6776557.25
2013-09-02 18:00:03.007,57815,1647.0,1647.0,1645.25,1645.5,1655,533,660,2723873.5
2013-09-02 18:30:11.284,58156,1645.5,1646.25,1645.25,1646.0,775,459,341,1275495.0
2013-09-02 19:00:00.134,58648,1646.0,1646.5,1645.25,1645.25,1064,495,492,1751041.0
2013-09-02 19:30:00.660,59782,1645.25,1647.25,1645.25,1646.75,2899,1748,1134,4772974.5
2013-09-02 20:00:00.430,60764,1646.75,1647.25,1646.25,1647.25,3411,2031,982,5617054.0
2013-09-02 20:30:01.922,61287,1647.25,1647.25,1646.5,1646.5,1295,749,523,2132750.75
2013-09-02 21:00:58.384,61807,1646.5,1647.0,1646.0,1646.75,1269,638,520,2089492.0
2013-09-02 21:30:25.159,62546,1646.75,1647.5,1646.5,1646.75,2177,1100,739,3585462.5
2013-09-02 22:00:51.632,63172,1646.75,1647.25,1646.25,1646.75,1711,987,626,2817696.75
2013-09-02 22:30:00.035,63382,1646.75,1647.25,1646.5,1647.25,567,440,210,933753.25
2013-09-02 23:00:01.885,64596,1647.25,1648.25,1647.0,1647.75,4705,2829,1214,7753453.5
2013-09-02 23:30:42.649,65241,1647.75,1648.0,1647.5,1647.75,2482,1357,645,4089797.5
2013-09-03 00:00:25.350,66322,1647.75,1648.0,1646.25,1646.75,3854,1517,1081,6348286.75
2013-09-03 00:30:18.231,66813,1646.75,1648.0,1646.75,1648.0,1074,673,491,1769530.0
2013-09-03 01:00:00.394,67346,1648.0,1648.5,1648.0,1648.25,1388,833,533,2287778.25
2013-09-03 01:30:00.477,69140,1648.25,1649.0,1648.0,1648.75,6497,3242,1794,10709946.25
2013-09-03 02:00:00.056,69764,1648.75,1648.75,1648.25,1648.25,1781,733,624,2935959.75
2013-09-03 02:30:00.214,75981,1648.25,1648.5,1646.25,1648.25,17182,8606,6217,28304134.75
2013-09-03 03:00:01.987,79481,1648.25,1648.5,1647.0,1648.25,9566,4663,3500,15762372.25
2013-09-03 03:30:00.177,82065,1648.25,1648.5,1647.25,1647.75,6068,2169,2584,10000119.5
2013-09-03 04:00:00.282,94014,1647.75,1647.75,1642.5,1643.25,38941,13594,11949,64041282.75
2013-09-03 04:30:09.568,107051,1643.25,1646.75,1642.25,1645.25,39233,20340,13037,64502708.75
2013-09-03 05:00:00.609,110117,1645.25,1645.5,1642.75,1643.0,8253,2822,3066,13567604.5
2013-09-03 05:30:00.735,112807,1643.0,1646.5,1643.0,1646.25,7014,4329,2690,11536864.5
2013-09-03 06:00:00.594,115688,1646.25,1647.0,1645.5,1646.0,9008,5142,2881,14831007.0
2013-09-03 06:30:00.059,118355,1646.0,1647.0,1645.0,1645.25,7862,2699,2667,12938629.0
2013-09-03 07:00:00.879,124977,1645.25,1645.25,1642.5,1644.75,17662,9208,6622,29037191.25
2013-09-03 07:30:00.346,129520,1644.75,1645.5,1643.5,1644.5,13981,6804,4543,22991732.25
2013-09-03 08:00:00.066,134767,1644.5,1646.75,1644.25,1646.0,18921,11171,5247,31141983.25
2013-09-03 08:30:00.040,141997,1646.0,1647.0,1645.5,1646.5,19436,8864,7230,31996122.5
2013-09-03 09:00:00.061,198506,1646.5,1650.0,1645.75,1646.75,237333,122929,56509,391137479.5
2013-09-03 09:30:00.221,249167,1646.75,1648.75,1643.75,1645.25,180936,93355,50661,297829883.75
2013-09-03 10:00:00.291,276463,1645.25,1647.75,1644.5,1644.75,102408,50509,27296,168574588.75
2013-09-03 10:30:00.015,318826,1644.75,1646.75,1637.75,1638.25,178276,73841,42363,292791990.25
2013-09-03 11:00:00.459,357504,1638.25,1640.0,1636.25,1638.25,152491,78913,38678,249826128.5
2013-09-03 11:30:00.432,380936,1638.25,1639.5,1636.25,1637.5,94158,45016,23432,154218490.0
2013-09-03 12:00:00.076,405720,1637.5,1638.25,1633.25,1634.0,106634,49990,24784,174416337.0
2013-09-03 12:30:00.147,432223,1634.0,1635.5,1632.0,1635.0,104682,57110,26503,171007291.75
2013-09-03 13:00:00.144,452733,1635.0,1635.5,1631.5,1632.5,74416,38816,20510,121554830.25
2013-09-03 13:30:00.447,478479,1632.5,1635.5,1631.25,1633.75,92252,44895,25746,150698142.5
2013-09-03 14:00:00.057,508515,1633.75,1635.0,1630.75,1635.0,108811,55265,30036,177713978.0
2013-09-03 14:30:00.051,540927,1635.0,1639.0,1634.25,1637.0,140261,77692,32412,229624105.5
2013-09-03 15:00:00.001,581316,1637.0,1639.5,1635.0,1637.75,177653,95266,40389,290845568.75
2013-09-03 15:30:00.022,594717,1637.75,1640.0,1637.0,1639.5,88345,46150,13401,144712337.75
2013-09-03 16:00:01.078,596399,1639.5,1639.75,1637.5,1638.75,9467,3314,1682,15510949.0
2013-09-03 17:00:00.021,596795,1638.75,1639.0,1637.5,1638.0,2012,482,396,3296488.5
2013-09-03 17:30:26.185,598092,1638.0,1638.0,1636.0,1636.5,5500,2758,1297,9003711.25
2013-09-03 18:00:00.350,598524,1636.5,1637.75,1636.5,1637.75,873,571,432,1429233.25
2013-09-03 18:30:06.353,598779,1637.75,1637.75,1637.0,1637.5,538,217,255,880928.75
2013-09-03 19:00:08.892,599288,1637.5,1638.25,1636.75,1637.5,1228,646,509,2010863.25
2013-09-03 19:30:00.204,599731,1637.5,1638.0,1637.25,1637.5,1150,569,443,1883256.5
2013-09-03 20:00:00.839,600018,1637.5,1637.75,1637.0,1637.5,733,282,287,1200200.25
2013-09-03 20:30:00.725,600643,1637.5,1638.25,1637.0,1637.75,1417,822,625,2320576.25
2013-09-03 21:00:06.750,601812,1637.75,1638.75,1637.75,1638.5,4421,3339,1169,7244064.25
2013-09-03 21:30:00.523,602614,1638.5,1638.75,1638.0,1638.5,1907,983,802,3124454.0
2013-09-03 22:00:13.460,602978,1638.5,1638.5,1638.25,1638.5,788,388,364,1291038.0
