date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value
2013-09-01 21:34:39.298,11207,1640.25,1643.5,1639.0,1640.75,42862,21896,11207,70347610.0
2013-09-02 02:56:24.209,26547,1640.75,1646.0,1640.25,1644.5,42585,24320,15340,70000546.5
2013-09-02 06:37:33.128,40473,1644.5,1647.5,1644.25,1647.5,42580,23167,13926,70095794.25
2013-09-02 09:34:46.141,51328,1647.5,1648.5,1645.25,1647.0,42535,23904,10855,70053015.75
2013-09-02 22:55:20.297,64261,1647.0,1648.5,1645.25,1648.0,42512,23884,12933,70024910.5
2013-09-03 02:48:45.672,78626,1648.0,1649.0,1646.25,1647.75,42485,20441,14365,70000540.0
2013-09-03 03:57:34.249,92327,1647.75,1648.5,1642.5,1644.25,42545,14818,13701,70003674.5
2013-09-03 04:27:37.346,106531,1644.25,1646.75,1642.25,1645.25,42589,21904,14204,70015086.75
2013-09-03 06:36:32.996,121649,1645.25,1647.0,1642.5,1644.25,42554,20449,15118,70000734.25
2013-09-03 08:01:33.088,135110,1644.25,1646.75,1643.25,1646.0,42551,22974,13461,70000358.25
2013-09-03 08:31:01.239,147168,1646.0,1648.0,1645.5,1647.75,42513,21223,12058,70003285.25
2013-09-03 08:33:05.939,155440,1647.75,1649.25,1647.5,1648.75,42480,22606,8272,70022928.25
2013-09-03 08:36:23.346,164189,1648.75,1650.0,1647.75,1649.25,42452,25853,8749,70000602.0
2013-09-03 08:41:34.260,174113,1649.25,1649.75,1648.0,1648.25,42454,20095,9924,70001022.5
2013-09-03 08:49:02.305,185832,1648.25,1648.5,1647.0,1647.25,42486,21459,11719,70005746.25
2013-09-03 08:59:27.048,198124,1647.25,1648.0,1645.75,1646.5,42506,19603,12292,70007719.0
2013-09-03 09:04:19.165,209713,1646.75,1647.75,1644.25,1646.75,42532,22580,11589,70003940.25
2013-09-03 09:11:04.690,222636,1646.75,1648.0,1645.5,1647.75,42545,23921,12923,70061695.75
2013-09-03 09:18:35.441,234319,1647.75,1648.75,1645.0,1645.25,42506,16722,11683,70011747.25
2013-09-03 09:27:24.101,246540,1645.5,1645.75,1643.75,1645.0,42567,22644,12221,70012403.75
2013-09-03 09:37:54.724,257447,1645.0,1646.75,1644.5,1646.5,42547,26173,10907,70016905.25
2013-09-03 09:51:43.095,268621,1646.5,1647.75,1646.0,1646.0,42511,19840,11174,70005447.5
2013-09-03 10:03:12.176,279779,1646.0,1646.25,1644.5,1646.0,42545,20206,11158,70004647.25
2013-09-03 10:18:41.358,290388,1646.0,1646.75,1644.0,1644.5,42554,19180,10609,70019836.5
2013-09-03 10:23:24.550,300990,1644.5,1644.5,1641.5,1641.5,42615,14592,10602,70007453.5
2013-09-03 10:27:17.074,310494,1641.5,1641.5,1640.0,1640.0,42664,18387,9504,70001506.0
2013-09-03 10:30:22.848,320036,1640.0,1640.25,1637.25,1637.5,42718,15734,9542,70008055.25
2013-09-03 10:35:59.290,330968,1637.5,1639.5,1637.25,1638.5,42723,21500,10932,70012211.25
