date_time,tick_num,open,high,low,close,volume,cum_buy_volume,cum_ticks,cum_dollar_value
2013-09-01 18:53:51.423,5500,1640.25,1642.0,1639.0,1640.25,23119,12664,5500,37930548.25
2013-09-01 21:29:57.152,11000,1640.25,1643.5,1639.75,1641.5,18940,9118,5500,31099274.25
2013-09-02 01:28:59.673,16500,1641.5,1644.0,1640.25,1643.5,15011,8665,5500,24657426.5
2013-09-02 02:22:33.934,22000,1643.5,1644.5,1642.25,1644.25,15417,8034,5500,25342710.5
2013-09-02 03:07:48.372,27500,1644.25,1646.0,1643.75,1645.5,15328,9110,5500,25213333.0
2013-09-02 04:07:27.960,33000,1645.5,1647.25,1644.25,1646.25,15443,8254,5500,25421033.75
2013-09-02 05:59:05.700,38500,1646.25,1647.0,1645.25,1646.75,17195,9218,5500,28304750.5
2013-09-02 07:16:21.793,44000,1646.75,1648.5,1646.0,1647.75,21703,13227,5500,35752568.5
2013-09-02 09:02:02.995,49500,1647.75,1648.25,1645.25,1646.0,22524,11851,5500,37091377.5
2013-09-02 10:22:13.718,55000,1646.0,1648.25,1645.5,1646.75,20720,11433,5500,34130520.75
2013-09-02 19:49:31.472,60500,1646.75,1648.5,1645.25,1646.25,16055,8238,5500,26439661.5
2013-09-02 23:48:49.427,66000,1646.5,1648.25,1646.0,1647.0,18064,10084,5500,29757380.25
2013-09-03 02:08:43.432,71500,1647.0,1649.0,1646.25,1647.25,16587,8050,5500,27336262.5
2013-09-03 02:35:46.152,77000,1647.25,1648.5,1646.25,1647.75,15054,7950,5500,24797828.75
2013-09-03 03:30:59.852,82500,1647.75,1648.5,1646.5,1647.0,14354,5934,5500,23652514.25
2013-09-03 03:54:27.751,88000,1647.0,1647.75,1643.5,1643.5,16767,3939,5500,27597657.0
2013-09-03 03:59:09.058,93500,1643.5,1644.5,1642.5,1642.75,19323,8294,5500,31753623.25
2013-09-03 04:05:11.312,99000,1642.75,1646.75,1642.25,1645.5,17864,9538,5500,29369141.75
2013-09-03 04:18:47.951,104500,1645.5,1645.75,1642.25,1644.25,15896,8086,5500,26131122.0
2013-09-03 04:57:55.663,110000,1644.25,1645.5,1642.75,1643.5,14863,6365,5500,24438354.75
2013-09-03 05:56:53.192,115500,1643.5,1647.0,1643.0,1646.0,15754,9378,5500,25925879.0
2013-09-03 06:33:33.791,121000,1646.0,1647.0,1642.5,1643.25,15509,6153,5500,25509506.25
2013-09-03 07:10:28.025,126500,1643.25,1645.5,1643.25,1644.0,15152,8113,5500,24916829.0
2013-09-03 07:43:52.499,132000,1644.0,1646.25,1643.5,1645.75,17989,9694,5500,29589974.75
2013-09-03 08:14:45.901,137500,1645.75,1647.0,1645.5,1646.0,17512,8707,5500,28830126.5
2013-09-03 08:30:00.164,143000,1646.0,1647.0,1645.5,1646.25,17038,7967,5500,28047012.25
2013-09-03 08:31:18.399,148500,1646.25,1648.5,1646.0,1648.5,26147,14967,5500,43073734.5
2013-09-03 08:32:34.702,154000,1648.5,1649.25,1647.5,1648.25,28908,15338,5500,47651395.75
2013-09-03 08:34:29.541,159500,1648.5,1649.5,1648.0,1648.0,26377,14321,5500,43490338.25
2013-09-03 08:36:44.522,165000,1648.0,1650.0,1647.75,1648.75,26308,16427,5500,43383088.25
2013-09-03 08:39:37.840,170500,1648.75,1649.5,1648.25,1648.5,22681,11034,5500,37396641.5
2013-09-03 08:42:31.524,176000,1648.5,1649.75,1647.75,1647.75,21692,10988,5500,35762025.0
2013-09-03 08:45:43.471,181500,1647.75,1648.5,1647.25,1647.5,20574,10254,5500,33902799.5
2013-09-03 08:49:34.282,187000,1647.5,1648.0,1646.75,1647.25,20406,9231,5500,33617693.75
2013-09-03 08:54:02.193,192500,1647.25,1648.0,1646.75,1647.0,18413,10128,5500,30331208.75
2013-09-03 08:59:18.493,198000,1647.0,1648.0,1645.75,1646.25,19711,7587,5500,32459123.5
